id,x,y,z,r
774,-31265,-71717,11.3,4.0
775,-31940,-71455,15.0,3.8
776,-31410,-69853,162.2,4.0
777,-32384,-70547,96.9,3.4
778,-33877,-70437,96.9,3.5
779,-32433,-70723,75.4,3.8
780,-32486,-72000,10.3,3.8
781,-33267,-70930,73.3,3.3
782,-34999,-70648,128.5,3.8
783,-35004,-70649,128.3,3.3
784,-32784,-71559,25.8,3.3
785,-32775,-70279,112.4,3.3
786,-32773,-70284,111.6,2.6
787,-31505,-69453,161.0,4.1
788,-34132,-70057,7.8,3.3
789,-32921,-70780,75.0,4.3
790,-32336,-71425,40.7,3.6
791,-32082,-71012,87.4,3.5
792,-31870,-71722,32.3,4.1
793,-33388,-70515,94.2,4.0
794,-31544,-69666,140.2,3.8
795,-32638,-71478,7.6,3.5
796,-35227,-71228,104.0,3.5
797,-34160,-70447,110.1,3.5
798,-33594,-71061,66.7,3.5
799,-32048,-71672,47.6,3.7
800,-34010,-70114,1.0,3.7
801,-32083,-71789,15.1,4.1
802,-30782,-70371,152.1,4.0
803,-35376,-70895,113.1,3.3
804,-34340,-72579,0.0,3.6
805,-34137,-71266,64.3,3.4
806,-32520,-71911,0.0,3.6
807,-34467,-71497,62.4,3.5
808,-34854,-70700,93.4,3.4
809,-32541,-71642,22.9,3.5
810,-28224,-71080,35.0,4.5
811,-28950,-69809,60.8,4.2
812,-31697,-71883,4.6,3.8
813,-35649,-71411,98.0,3.8
814,-34088,-70775,77.8,3.2
815,-37805,-71922,145.0,4.4
816,-30730,-71991,0.0,4.0
817,-33909,-70405,120.0,3.7
818,-30768,-71467,52.7,4.0
819,-27837,-71456,1.5,4.5
820,-33396,-71987,10.8,4.0
821,-32842,-70468,97.9,3.6
822,-34731,-72346,15.0,3.7
823,-36428,-70930,206.2,4.3
824,-33259,-70718,102.2,3.1
825,-31484,-71751,32.4,3.9
826,-34250,-70464,118.8,4.0
827,-39472,-72235,47.3,4.4
828,-31696,-72997,46.1,4.5
829,-36019,-71683,81.2,3.9
830,-32503,-71628,0.9,4.0
831,-31786,-69394,170.7,3.7
832,-32581,-69051,0.0,3.8
833,-32901,-71221,55.5,3.2
834,-31531,-72118,49.4,3.6
835,-33469,-70093,7.5,3.1
836,-33988,-70090,4.3,3.4
837,-34010,-70431,4.7,3.5
838,-33899,-70287,115.6,3.4
839,-33616,-70627,24.0,3.0
840,-30637,-71348,44.8,4.0
841,-33467,-72262,36.1,4.0
842,-32459,-69193,0.1,4.3
843,-32146,-70151,115.5,3.3
844,-32828,-70746,77.7,3.8
845,-31705,-71855,25.2,4.6
846,-31476,-69640,156.1,4.0
847,-31231,-69102,163.9,4.2
848,-29053,-67583,153.2,4.5
849,-32713,-71072,54.7,4.0
850,-32320,-72061,0.0,3.8
851,-33040,-70393,101.3,3.6
852,-32845,-70127,101.4,3.8
853,-31141,-69165,236.5,4.2
854,-32643,-71577,7.6,3.5
855,-31343,-71532,4.3,3.7
856,-31502,-69521,173.4,3.6
857,-33183,-72073,6.1,3.5
858,-32222,-71572,39.0,3.3
859,-31587,-69743,172.4,3.2
860,-34500,-71369,59.1,3.6
861,-31391,-70750,193.5,3.2
862,-30710,-71836,19.0,4.5
863,-31031,-71763,47.0,4.0
864,-32613,-70220,121.2,4.6
865,-31324,-72189,41.6,3.9
866,-31352,-72121,47.0,4.0
867,-34740,-70436,128.7,3.7
868,-35587,-72688,2.9,4.1
869,-31720,-69442,187.9,3.9
870,-32723,-71443,30.8,3.6
871,-34701,-71959,15.0,3.5
872,-32455,-71366,38.6,3.6
873,-34739,-70850,99.0,3.8
874,-36137,-71447,136.1,3.7
875,-38090,-72496,38.1,4.0
876,-31731,-70246,129.8,3.5
877,-32442,-71813,31.5,4.0
878,-33685,-70260,117.5,3.2
879,-35513,-71390,86.7,3.0
880,-32715,-71167,9.8,3.5
881,-33806,-72210,42.6,4.3
882,-34753,-70874,96.1,3.2
883,-30761,-71358,104.8,3.8
884,-33218,-71011,71.2,3.2
885,-32676,-71679,28.5,3.7
886,-34811,-72668,5.0,4.0
887,-32622,-71669,25.1,3.7
888,-34040,-70331,5.4,3.5
889,-32588,-70068,124.9,4.0
890,-33592,-70239,104.2,3.5
891,-31998,-71479,0.6,3.7
892,-34513,-70373,103.2,2.5
893,-34805,-71485,7.7,4.0
894,-30041,-68647,14.4,4.5
895,-33599,-70604,89.5,2.6
896,-36047,-72175,47.0,3.8
897,-30385,-71376,43.7,3.9
898,-32772,-70128,109.1,2.7
899,-35174,-70130,18.6,4.1
900,-36580,-74630,32.4,4.3
901,-32010,-71030,59.6,3.0
902,-31800,-69715,148.3,3.9
903,-32468,-71879,13.3,3.4
904,-30782,-71191,85.3,   
905,-28736,-71452,15.3,   
906,-32231,-70238,0.0,3.9
907,-31110,-71485,44.8,3.9
908,-28877,-71548,37.2,   
909,-34050,-72320,33.4,4.4
910,-33280,-70921,69.4,2.8
911,-32177,-71121,73.4,3.9
912,-34248,-71350,56.1,2.9
913,-33202,-70865,68.7,3.3
914,-32863,-70223,107.9,2.6
915,-32476,-71628,33.5,4.5
916,-33131,-70295,110.1,3.5
917,-32993,-71698,35.0,3.6
918,-31546,-69749,154.1,3.3
919,-31718,-71801,17.2,4.0
920,-31748,-71655,3.5,3.7
921,-31428,-69542,138.0,4.4
922,-35063,-71132,112.4,3.2
923,-31710,-69595,140.0,3.5
924,-32789,-71219,64.5,2.5
925,-30008,-70186,86.8,3.9
926,-32109,-71170,44.0,4.0
927,-32547,-71408,15.0,3.6
928,-34007,-71535,42.6,3.2
929,-33892,-70686,84.1,3.1
930,-31838,-68817,176.5,3.7
931,-34556,-70986,78.5,2.7
932,-36538,-71633,127.5,3.3
933,-30242,-69745,160.0,4.2
934,-31589,-70349,141.9,4.1
935,-34682,-72364,20.3,3.8
936,-32747,-70605,41.9,3.7
937,-29716,-70589,1.0,4.0
938,-35422,-71195,96.7,3.3
939,-32738,-68919,1.3,4.7
940,-33088,-70286,111.9,3.6
941,-30617,-67925,228.2,3.8
942,-32366,-71849,15.3,4.0
943,-32335,-71609,43.6,3.6
944,-36122,-71200,142.9,3.0
945,-32546,-71753,11.6,4.4
946,-32564,-71775,15.0,3.6
947,-31975,-69761,123.4,3.1
948,-32459,-71649,5.2,4.3
949,-32318,-71705,27.6,3.4
950,-31354,-71830,5.8,4.2
951,-32377,-71764,15.0,3.7
952,-34352,-70172,5.0,3.6
953,-32541,-71859,38.0,3.4
954,-31611,-71473,23.1,3.7
955,-35576,-71243,127.0,3.3
956,-32649,-71656,6.5,3.4
957,-31998,-71506,37.4,3.7
958,-33044,-72088,11.9,3.8
959,-32909,-70164,107.3,3.1
960,-31757,-71684,10.2,4.8
961,-31581,-70170,134.2,3.2
962,-33173,-69972,108.7,2.5
963,-35060,-71201,94.9,3.1
964,-35374,-71170,115.0,3.8
965,-32235,-71098,65.5,2.8
966,-33688,-71809,43.3,4.5
967,-33869,-70301,119.9,3.1
968,-30838,-71645,14.7,3.9
969,-33245,-72055,9.8,3.5
970,-31221,-71964,19.9,4.7
971,-33226,-71264,63.9,2.8
972,-32882,-69669,117.5,3.1
973,-33676,-70819,76.0,3.1
974,-32400,-71236,70.6,2.9
975,-31455,-71372,33.7,4.0
976,-31836,-72712,23.9,4.0
977,-31475,-71757,5.0,3.9
978,-31470,-69333,218.7,3.7
979,-33680,-71789,43.1,3.6
980,-31282,-70096,192.0,3.8
981,-34308,-71127,66.1,2.8
982,-34991,-71289,72.8,2.7
983,-33481,-70224,112.4,3.9
984,-32016,-69945,142.2,3.7
985,-34707,-70291,0.0,3.6
986,-32105,-69681,135.2,3.6
987,-30004,-68851,47.7,4.0
988,-31763,-68710,191.1,4.0
989,-31904,-71774,15.0,3.9
990,-31988,-71786,6.5,4.0
991,-36091,-71247,141.8,3.6
992,-27050,-71690,25.0,4.5
993,-33402,-68264,0.0,4.1
994,-31549,-70724,108.0,2.9
995,-31922,-67604,338.0,3.8
996,-33139,-71420,6.8,3.6
997,-32754,-71641,5.9,4.4
998,-31532,-69719,127.9,3.0
999,-31283,-68541,156.9,4.1
1000,-31736,-69856,139.5,3.2
1001,-31144,-70787,20.4,3.8
1002,-33371,-71296,64.1,2.9
1003,-31093,-71004,0.0,3.9
1004,-33905,-72016,3.8,3.3
1005,-35092,-71333,65.2,3.1
1006,-28489,-67875,184.5,4.2
1007,-32618,-71394,10.8,4.0
1008,-31552,-71617,0.5,4.2
1009,-31474,-69835,168.3,4.1
1010,-31707,-69770,212.0,3.8
1011,-32640,-71687,2.3,3.5
1012,-32476,-71798,27.7,4.8
1013,-32455,-71310,46.3,3.7
1014,-34924,-70268,144.4,3.1
1015,-32520,-71619,3.2,3.8
1016,-32465,-71799,15.0,3.6
1017,-31580,-71836,0.0,4.2
1018,-31387,-71950,14.9,3.8
1019,-32559,-69822,97.7,2.5
1020,-34728,-71642,48.7,3.3
1021,-32007,-70841,93.4,3.0
1022,-32483,-71824,15.1,3.4
1023,-31474,-69851,151.9,3.2
1024,-36900,-72220,69.5,3.2
1025,-32103,-71662,0.0,3.3
1026,-34300,-71332,64.0,2.7
1027,-34836,-72755,0.8,3.8
1028,-32088,-71931,15.3,3.5
1029,-28883,-71452,9.4,4.1
1030,-30855,-71242,2.1,4.0
1031,-29402,-72544,37.5,4.0
1032,-31370,-67405,113.2,4.0
1033,-31686,-70290,142.2,3.4
1034,-34722,-70876,100.6,3.6
1035,-30779,-70630,18.9,4.0
1036,-34085,-70039,4.1,3.5
1037,-33733,-70491,90.3,3.0
1038,-34057,-70006,2.0,3.1
1039,-32678,-71799,15.0,4.1
1040,-32314,-71134,60.5,2.7
1041,-32543,-68761,20.0,3.5
1042,-32125,-71640,51.1,3.8
1043,-32410,-71560,50.0,4.1
1044,-32753,-70603,41.8,3.4
1045,-34241,-70514,91.9,2.5
1046,-33711,-70274,109.9,3.1
1047,-33751,-71420,50.5,3.7
1048,-30626,-71747,10.4,4.2
1049,-33261,-69786,2.9,3.4
1050,-31430,-69889,169.9,3.1
1051,-32009,-71536,34.5,3.9
1052,-32556,-72067,36.1,4.0
1053,-29785,-68884,2.4,4.3
1054,-31877,-71066,91.9,2.9
1055,-33047,-70205,116.4,3.2
1056,-28716,-71574,21.8,4.1
1057,-28379,-72315,0.0,4.3
1058,-34699,-72345,15.0,3.8
1059,-34242,-70770,83.4,2.6
1060,-32902,-70360,100.2,3.0
1061,-34972,-71186,80.3,3.3
1062,-39209,-75345,18.1,4.3
1063,-33990,-71463,42.7,3.9
1064,-29001,-69388,187.2,4.2
1065,-29488,-68992,0.8,4.1
1066,-30338,-72937,46.8,4.3
1067,-34255,-72050,36.5,3.5
1068,-32764,-71253,50.3,4.7
1069,-35703,-71046,18.6,3.5
1070,-31510,-69357,181.8,3.7
1071,-31665,-69861,135.1,2.8
1072,-31771,-71291,0.0,3.8
1073,-31846,-70136,118.8,3.1
1074,-31938,-71381,72.5,3.5
1075,-32048,-69911,154.3,3.1
1076,-31847,-69003,232.5,4.3
1077,-33851,-70132,1.8,3.7
1078,-33127,-70393,105.0,2.6
1079,-34810,-72505,22.0,4.3
1080,-31593,-69801,140.4,3.4
1081,-32085,-71573,42.3,3.4
1082,-32040,-70227,124.9,2.9
1083,-34564,-72239,3.0,4.2
1084,-34720,-72250,0.0,3.5
1085,-32724,-70763,84.9,3.5
1086,-34084,-70379,109.7,3.2
1087,-35909,-71508,129.4,3.9
1088,-34834,-70881,109.8,3.5
1089,-30022,-71617,23.1,4.4
1090,-33492,-68571,0.0,3.8
1091,-32139,-71035,86.0,3.6
1092,-34410,-73404,0.0,3.8
1093,-35302,-71105,87.1,3.8
1094,-35517,-70433,186.9,2.9
1095,-32081,-71334,19.3,4.0
1096,-34087,-70592,6.9,3.7
1097,-32543,-68984,160.0,3.0
1098,-31573,-71399,47.4,3.4
1099,-34771,-72161,6.2,3.7
1100,-30018,-72054,47.4,4.3
1101,-32524,-70218,117.2,2.9
1102,-32629,-71714,15.0,3.5
1103,-33302,-70727,78.1,2.5
1104,-33399,-70120,6.2,3.1
1105,-34050,-70696,100.3,2.7
1106,-29333,-70706,73.6,3.5
1107,-39066,-75233,38.5,   
1108,-32826,-71597,61.0,3.5
1109,-31302,-71771,2.7,3.8
1110,-31907,-71693,74.7,4.8
1111,-34686,-72513,27.3,3.8
1112,-31816,-69876,144.7,3.4
1113,-33549,-70232,106.6,2.8
1114,-32609,-70212,109.4,3.3
1115,-33498,-70236,115.0,2.9
1116,-35674,-70913,155.3,3.2
1117,-31341,-69319,165.2,3.3
1118,-31457,-69832,171.1,4.8
1119,-33502,-72496,33.2,4.8
1120,-32100,-71756,0.0,3.7
1121,-32064,-71826,8.8,3.7
1122,-32094,-70293,120.6,3.7
1123,-33117,-70155,114.4,3.2
1124,-37919,-70866,158.1,   
1125,-32652,-71479,15.1,3.6
1126,-31817,-70081,146.6,3.6
1127,-33622,-71694,56.5,3.3
1128,-32959,-72085,49.6,4.5
1129,-40511,-71781,138.6,4.2
1130,-40434,-71643,78.9,   
1131,-32755,-69025,157.8,2.9
1132,-32269,-69121,17.0,3.8
1133,-34957,-71711,52.4,3.6
1134,-32235,-68027,257.4,3.6
1135,-34532,-70333,135.4,4.1
1136,-37100,-71551,5.0,4.0
1137,-32481,-71378,39.8,3.7
1138,-33474,-72360,33.8,5.3
1139,-33484,-72460,0.0,4.8
1140,-33471,-72233,4.2,3.7
1141,-33495,-72233,4.2,4.0
1142,-33480,-72421,10.1,4.5
1143,-33477,-72336,26.9,4.3
1144,-33469,-72269,3.6,4.4
1145,-33512,-72248,0.5,3.7
1146,-33475,-72253,2.7,3.8
1147,-33496,-72290,0.6,4.2
1148,-33473,-72265,3.5,4.1
1149,-33491,-72307,2.9,4.1
1150,-33525,-72202,5.3,3.7
1151,-34862,-70843,116.4,3.9
1152,-33401,-72151,6.0,4.1
1153,-33073,-70863,74.2,2.8
1154,-33555,-72019,9.4,3.6
1155,-33456,-72324,2.4,4.9
1156,-27943,-70788,53.6,3.9
1157,-33538,-72263,1.3,3.6
1158,-33526,-72310,0.0,3.6
1159,-31665,-69838,169.8,3.9
1160,-32355,-71601,15.2,3.7
1161,-31861,-70161,136.3,3.6
1162,-33508,-72293,2.9,3.5
1163,-33511,-72310,0.0,4.0
1164,-32799,-71196,64.6,4.1
1165,-33507,-72256,0.5,3.8
1166,-33514,-72296,0.0,3.6
1167,-33487,-72401,6.9,4.1
1168,-33518,-72293,0.0,3.5
1169,-33511,-72286,1.1,3.7
1170,-29972,-70938,78.1,3.5
1171,-33489,-72306,1.8,3.8
1172,-29953,-71326,82.2,3.6
1173,-33592,-70355,105.8,3.0
1174,-33185,-70371,94.7,2.7
1175,-32806,-71298,42.1,3.5
1176,-33435,-72254,2.9,3.6
1177,-33415,-72172,4.8,4.3
1178,-33465,-72277,15.0,4.3
1179,-31136,-68592,108.1,3.5
1180,-31481,-69890,135.0,3.1
1181,-34054,-70636,99.0,3.1
1182,-31423,-71592,47.2,3.8
1183,-33863,-70448,9.0,3.5
1184,-33864,-70443,9.2,3.4
1185,-32446,-71932,24.6,3.7
1186,-31260,-71624,8.0,3.9
1187,-33738,-70487,111.7,3.3
1188,-31738,-69582,143.2,3.4
1189,-37951,-74153,16.0,4.2
1190,-32562,-71618,20.4,4.0
1191,-32988,-70159,112.0,3.1
1192,-27804,-71541,36.6,4.6
1193,-32764,-70161,108.3,3.1
1194,-34071,-70138,8.2,3.7
1195,-33149,-70468,95.7,2.6
1196,-34453,-70319,3.4,3.6
1197,-34710,-72516,20.8,3.7
1198,-33835,-70212,115.1,3.3
1199,-32379,-70814,70.0,3.8
1200,-33366,-72444,35.8,3.8
1201,-31611,-71830,0.0,4.2
1202,-31802,-69948,144.2,3.5
1203,-33283,-68570,0.0,3.8
1204,-33333,-72097,15.0,3.3
1205,-32891,-70861,73.3,2.9
1206,-32011,-71513,4.3,4.2
1207,-32042,-71465,0.0,4.2
1208,-34029,-70731,86.5,2.8
1209,-31624,-69975,128.7,2.8
1210,-31633,-71849,24.1,4.1
1211,-31598,-71626,0.0,3.5
1212,-31647,-71624,0.0,3.7
1213,-34616,-72460,20.9,4.4
1214,-29190,-71748,45.0,5.0
1215,-33390,-70355,33.4,3.3
1216,-33570,-71822,27.8,3.5
1217,-28708,-69640,84.9,3.8
1218,-33954,-70527,13.3,3.4
1219,-32419,-70898,91.3,3.0
1220,-31506,-71391,0.0,4.1
1221,-33167,-70258,11.6,3.1
1222,-33298,-72001,36.8,4.4
1223,-33019,-70761,74.8,2.8
1224,-34219,-71354,15.0,3.3
1225,-31649,-68853,162.4,3.9
1226,-34005,-71415,56.9,2.8
1227,-34127,-70697,114.1,4.1
1228,-29262,-71919,5.0,4.4
1229,-33087,-70064,106.0,2.9
1230,-32178,-70247,137.6,2.9
1231,-34809,-70723,118.4,3.1
1232,-31559,-69619,124.7,2.9
1233,-32586,-71612,24.0,4.0
1234,-31423,-70294,11.3,3.9
1235,-32624,-71583,0.0,3.5
1236,-36226,-71301,141.7,2.9
1237,-32686,-72731,21.1,3.8
1238,-32531,-71877,15.0,3.7
1239,-32694,-70153,111.7,4.0
1240,-33521,-70148,107.5,2.9
1241,-31585,-69937,152.7,3.4
1242,-31685,-71807,3.1,4.0
1243,-33525,-70012,8.1,3.7
1244,-33334,-68452,0.0,3.8
1245,-33137,-71169,24.7,3.5
1246,-33390,-68869,0.0,3.3
1247,-32664,-71477,8.5,3.5
1248,-31030,-71347,7.4,3.8
1249,-30808,-72551,32.0,4.2
1250,-33393,-72197,2.7,4.2
1251,-33844,-72094,4.6,4.1
1252,-33801,-72651,0.0,3.9
1253,-33608,-70361,11.1,3.2
1254,-31698,-68064,197.2,3.7
1255,-33133,-70670,92.1,2.6
1256,-32784,-71782,15.5,3.5
1257,-35650,-71439,106.3,3.3
1258,-32671,-71623,5.5,3.7
1259,-32676,-71622,5.8,3.6
1260,-34476,-70484,116.5,3.1
1261,-33990,-71331,40.7,3.8
1262,-34026,-70147,0.0,3.3
1263,-32898,-70623,6.1,4.1
1264,-27786,-67472,330.6,4.0
1265,-35621,-70670,14.9,3.6
1266,-34209,-70951,94.7,2.7
1267,-32236,-71336,43.6,3.6
1268,-31402,-68865,0.0,3.8
1269,-31800,-67719,161.9,4.1
1270,-33437,-71293,52.8,3.4
1271,-33293,-71862,30.5,3.5
1272,-31733,-70521,123.3,3.9
1273,-33385,-71844,35.8,3.4
1274,-29049,-70423,293.3,4.1
1275,-33145,-70268,4.8,3.5
1276,-31388,-69372,175.8,3.1
1277,-34612,-72573,28.1,3.4
1278,-31302,-69174,180.2,3.3
1279,-35399,-70599,0.0,3.8
1280,-34435,-70634,11.2,3.6
1281,-32025,-70397,125.3,3.1
1282,-35652,-71234,110.0,3.1
1283,-32107,-70926,45.5,3.4
1284,-33925,-71046,77.4,3.5
1285,-35610,-71480,117.2,3.4
1286,-34999,-72770,0.0,4.1
1287,-35141,-72668,4.8,3.8
1288,-33301,-71471,65.2,3.2
1289,-31727,-70088,144.1,3.9
1290,-33589,-70438,95.9,3.4
1291,-31876,-67496,120.2,3.4
1292,-32715,-71185,59.6,2.8
1293,-33143,-70246,6.6,3.3
1294,-34401,-70545,116.3,3.5
1295,-33251,-70280,114.0,3.0
1296,-36397,-71212,2.4,4.4
1297,-31502,-69634,156.0,3.3
1298,-31027,-69601,175.0,3.6
1299,-32946,-70339,108.4,4.4
1300,-31440,-69488,176.6,4.8
1301,-36364,-71194,1.5,3.8
1302,-32269,-71852,4.2,3.8
1303,-32137,-71608,58.5,3.9
1304,-28644,-71287,26.4,4.1
1305,-36324,-71280,3.3,3.9
1306,-31467,-69291,205.4,3.4
1307,-34484,-72737,16.7,3.7
1308,-33236,-70296,12.5,3.4
1309,-31766,-71286,28.7,3.6
1310,-33435,-70976,68.3,3.0
1311,-32608,-71717,6.9,3.8
1312,-34515,-72275,34.5,3.2
1313,-32370,-71360,36.0,3.5
1314,-32955,-70423,109.9,2.7
1315,-32456,-72847,16.4,4.0
1316,-33960,-70163,112.2,2.8
1317,-33389,-68670,3.0,3.8
1318,-32476,-71450,3.3,3.8
1319,-31645,-71728,28.7,4.0
1320,-33066,-70775,77.6,3.2
1321,-33087,-71742,27.0,3.6
1322,-35335,-71431,95.1,4.1
1323,-32457,-71493,0.8,3.7
1324,-32376,-71760,2.7,3.6
1325,-39010,-74942,36.5,4.2
1326,-39036,-74983,38.4,   
1327,-30765,-71352,53.0,4.0
1328,-27545,-69171,25.0,4.2
1329,-33634,-72027,30.6,3.3
1330,-32460,-70417,9.5,3.6
1331,-33459,-69495,2.8,4.1
1332,-31863,-71266,50.1,3.6
1333,-33563,-72429,0.0,3.8
1334,-36984,-71779,10.9,4.2
1335,-32393,-71817,15.4,3.5
1336,-34052,-70356,8.9,3.4
1337,-32445,-70481,9.6,3.9
1338,-32456,-70440,11.6,3.6
1339,-33926,-73180,16.2,3.7
1340,-31975,-71492,39.8,3.5
1341,-33979,-70147,5.3,3.0
1342,-33195,-70511,94.2,2.8
1343,-32846,-70192,110.3,2.7
1344,-31321,-67728,10.0,4.5
1345,-28458,-70419,43.5,4.5
1346,-34142,-70042,2.6,4.0
1347,-35479,-70686,10.5,3.7
1348,-34352,-70317,6.2,3.0
1349,-32676,-70401,11.9,3.6
1350,-32129,-70983,71.3,3.1
1351,-32979,-70910,73.0,2.8
1352,-34136,-71015,70.5,2.9
1353,-33101,-72098,15.0,3.6
1354,-38673,-74775,7.8,4.1
1355,-36143,-71446,9.3,3.9
1356,-33773,-71409,1.3,3.5
1357,-31529,-71560,69.3,3.7
1358,-32662,-71589,6.2,3.4
1359,-31850,-71911,28.7,3.8
1360,-31642,-70073,138.6,3.4
1361,-32885,-71760,38.7,3.6
1362,-31453,-69456,140.5,3.8
1363,-31197,-69190,184.8,3.8
1364,-31715,-69765,140.4,3.2
1365,-31524,-69616,158.6,3.3
1366,-32725,-70577,42.7,3.5
1367,-31482,-69482,149.2,3.6
1368,-34674,-72514,20.1,3.8
1369,-31304,-69565,213.9,4.0
1370,-32394,-71418,44.8,3.9
1371,-32581,-71669,4.2,3.1
1372,-31062,-69246,178.8,3.2
1373,-35881,-71839,82.4,3.4
1374,-31357,-70589,148.3,2.9
1375,-33844,-70823,78.9,2.5
1376,-33020,-70842,74.7,2.7
1377,-33284,-68310,16.0,3.3
1378,-31859,-71658,29.4,3.7
1379,-34286,-70390,113.5,3.4
1380,-31004,-71271,61.8,3.8
1381,-32527,-71679,15.0,3.6
1382,-35468,-70700,8.6,3.8
1383,-32210,-71776,34.5,3.4
1384,-33187,-70248,4.0,3.3
1385,-31564,-69734,193.9,3.7
1386,-31646,-70230,135.8,2.9
1387,-33210,-71024,67.3,3.2
1388,-31794,-71812,25.4,4.1
1389,-33601,-70212,106.3,2.9
1390,-32639,-71621,5.9,3.7
1391,-34099,-70821,82.2,3.1
1392,-34259,-71925,31.7,3.7
1393,-33520,-70684,85.0,2.5
1394,-33165,-70250,3.4,3.6
1395,-35392,-70637,0.0,3.9
1396,-33432,-71714,32.9,3.3
1397,-32659,-71501,15.2,3.4
1398,-27829,-71756,20.0,4.8
1399,-31994,-70987,90.9,3.0
1400,-32527,-71404,67.9,3.0
1401,-33967,-70253,119.7,2.6
1402,-31248,-69227,180.0,3.8
1403,-34311,-70254,129.1,3.3
1404,-30854,-71991,18.3,4.8
1405,-32554,-70223,101.0,2.8
1406,-34188,-70211,113.6,2.7
1407,-32061,-71639,64.9,3.4
1408,-32492,-70151,116.2,2.6
1409,-27179,-71664,9.2,5.0
1410,-35605,-71421,100.2,3.1
1411,-28436,-67621,153.8,3.9
1412,-30821,-71771,7.5,3.3
1413,-33675,-71552,45.2,3.4
1414,-33453,-70356,100.1,2.5
1415,-31471,-69869,188.0,3.3
1416,-30632,-71609,6.2,3.8
1417,-33178,-70266,9.5,3.1
1418,-35071,-70953,86.1,3.5
1419,-32133,-70064,106.3,3.1
1420,-33922,-70404,99.2,4.2
1421,-32936,-72182,15.7,3.3
1422,-33159,-70246,1.9,3.4
1423,-33075,-71283,15.0,3.5
1424,-33928,-70384,96.2,3.1
1425,-35553,-70657,7.9,3.8
1426,-27910,-71515,15.5,4.7
1427,-32742,-70243,101.4,3.5
1428,-31624,-69804,197.8,3.6
1429,-34479,-70094,0.7,3.5
1430,-33161,-70230,2.3,3.2
1431,-27942,-71498,18.8,4.2
1432,-27897,-71458,3.0,5.0
1433,-27323,-71295,17.9,4.6
1434,-32306,-71417,43.8,3.7
1435,-31053,-69175,181.3,3.7
1436,-33484,-70585,88.0,2.8
1437,-33273,-70480,91.0,2.7
1438,-32790,-70058,119.9,3.8
1439,-32648,-71643,11.0,3.8
1440,-32721,-70804,72.5,3.4
1441,-31773,-70126,133.1,3.8
1442,-27319,-71256,25.0,4.4
1443,-27927,-71154,0.2,4.2
1444,-27946,-71334,12.0,4.2
1445,-31494,-69575,152.8,3.2
1446,-32241,-70355,111.7,2.8
1447,-31563,-69582,170.0,3.5
1448,-32985,-71752,53.2,4.3
1449,-34427,-70682,85.4,2.6
1450,-32010,-72163,31.0,3.6
1451,-31277,-69928,161.3,3.2
1452,-30835,-71586,41.2,3.6
1453,-33170,-70245,7.0,3.5
1454,-31656,-69828,148.2,4.1
1455,-34494,-71029,93.2,2.7
1456,-32330,-71322,41.5,3.8
1457,-32386,-70392,99.3,3.3
1458,-31222,-70987,94.8,3.5
1459,-39021,-75389,94.4,3.9
1460,-33614,-70613,83.5,3.4
1461,-38958,-75516,38.2,4.0
1462,-33655,-72016,7.4,3.0
1463,-38882,-75012,31.3,5.0
1464,-39048,-75251,10.0,3.8
1465,-35090,-71095,106.8,3.4
1466,-29025,-69385,150.7,3.7
1467,-28785,-71454,9.4,4.4
1468,-27284,-71498,18.7,4.5
1469,-33291,-70276,104.7,2.8
1470,-33483,-70663,85.6,2.9
1471,-34688,-70200,137.8,2.8
1472,-33727,-70565,97.2,2.6
1473,-33929,-70720,85.9,3.4
1474,-34126,-70899,85.9,2.6
1475,-33597,-71913,13.3,3.3
1476,-31542,-71465,33.8,4.0
1477,-33789,-71413,45.7,3.3
1478,-33801,-71426,46.7,3.0
1479,-31604,-70641,108.4,3.5
1480,-33534,-72239,40.3,4.9
1481,-33799,-71435,47.2,3.5
1482,-33786,-70388,105.0,3.5
1483,-31549,-69305,197.1,4.1
1484,-35016,-71286,92.0,2.9
1485,-32567,-71807,27.6,3.6
1486,-35107,-71092,99.5,3.9
1487,-33166,-70272,6.3,3.6
1488,-27841,-67403,305.4,4.1
1489,-34485,-71081,86.4,2.5
1490,-32551,-70645,87.7,2.7
1491,-36092,-72006,65.4,3.3
1492,-31284,-69114,112.8,   
1493,-33899,-70142,1.3,2.5
1494,-30851,-71476,36.8,3.9
1495,-34499,-70535,122.6,3.1
1496,-28467,-69301,140.8,4.3
1497,-30906,-71111,87.5,3.6
1498,-32435,-69751,127.3,3.1
1499,-33608,-72017,7.6,3.5
1500,-33576,-72063,29.0,3.6
1501,-35067,-69517,5.0,5.0
1502,-32404,-71614,41.9,5.4
1503,-32467,-71620,44.8,3.5
1504,-32376,-71613,38.3,4.0
1505,-32510,-71540,5.0,3.6
1506,-32403,-71592,54.2,3.7
1507,-32468,-71585,41.9,4.2
1508,-32454,-71609,43.8,3.7
1509,-35041,-71079,99.7,3.5
1510,-32440,-71622,43.7,3.5
1511,-33697,-72842,0.0,4.3
1512,-32404,-71649,37.9,3.3
1513,-32387,-71603,41.5,4.3
1514,-29949,-71857,20.4,4.3
1515,-33514,-72007,10.3,3.7
1516,-34215,-70895,74.7,3.1
1517,-32420,-71612,43.0,3.7
1518,-34562,-71081,77.6,3.4
1519,-33439,-72385,23.0,4.1
1520,-30537,-72054,8.9,4.0
1521,-32454,-71610,43.2,4.0
1522,-33877,-73115,23.2,4.5
